SampleID,Subtype,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A0RU,Basal,0.579647768,0.601793917,0.62101448,0.694542105,0.569208695,0.64712093,0.560570295,0.607888323,0.656813376,0.547437567,0.549640087,0.602153546,0.391551502,0.521286675,0.707182278,0.548751844,0.633094052,1,0.782677575,0.480811755,0.545423766,0.593030321,0.712861952,0.786599202,0.583117363,0.561359512,0.604117693,0.591079943,0.615051505,0.597330457,0.55089467,0.598774638,0.666492721,0.63577964,0.641607168,0.618020557,0.592887275,0.734845262,0.628913954,0.636693558,0.649385834,0.863040392,0.519254722,0.814389332,0.562375689,0.570759805,0.583764082,0.634281025,0.616058624,0.583729076,0,0.557122655,0.64824971,0.598869387,0.558259643,0.53637296,0.348882997,0.688206185,0.544730501,0.540733854,0.545787393,0.60633751,0.612657547,0.666265004,0.746312406,0.467656817,0.545812733,0.619204439,0.571730396,0.570146786,0.660976347,0.564926824,0.611054448,0.661088995,0.608807932,0.560534826,0.614166969,0.604798413,0.58775455,0.379178492,0.693541585,0.709355194,0.759318535,0.716942423,0.726095684,0.690274908,0.556002097,0.576821515,0.576010484,0.54032201,0.552626619,0.396512557,0.676780325,0.584564664,0.454961972,0.570451518,0.579422485,0.668389948,0.575648339,0.50831521,0.639190542,0.7820881,0.764267872,0.856914744,0.573033472,0.502646849,0.56450571,0.509266151,0.526406923,0.581203609,0.5464676,0.585908005,0.62176901,0.611959449,0.628105774,0.55937112,0.630677191,0.531462943,0.56297664,0.605370583,0.550852799,0.552930531,0.664185755,0.584428163,0.681059922,0.794648945,0.605852423,0.628548131,0.641399367,0.526833002,0.596102496,0.584044621,0.581521782,0.529524228,0.597175423,0.622957853,0.569535803,0.558474048,0.552717094,0.521118536,0.642191338,0.55802961
A0RV,LumA,0.338337696,0.455678786,0.498773575,0.686201185,0.448246717,0.365083619,0.269841541,0.126423395,0.181830535,0.286078101,0.26269964,0.320465006,0.356990028,0.307265693,0.293509673,0.3236004,0.336984106,0.286247956,0.322676383,0.359591644,0.226174633,0.312971792,0.339269935,0.40582776,0.304851491,0.2799431,0.37866485,0.3165174,0.290728647,0.35606773,0.327083103,0.311005852,0.362906965,0.428645022,0.510050831,0.327427855,0.339674492,0.314979221,0.319727922,0.247535782,0.743840809,0.332384903,0.431297712,0.297399865,0.358415135,0.268979379,0,0.308573802,0.298514768,0.38920875,0.621472629,0.358114449,0.319250994,0.357403353,0.155899863,0.303950871,0.325521304,0.285439251,0.196724609,0.209045583,0.277228598,0.28899547,0.32775655,0.600522923,0.618052084,0.373527626,0.329426892,0.281180983,0.298205255,0.343451062,0.34004258,0.315397262,0.430125403,0.333648677,0.337020321,0.315901246,0.344619093,0.355045213,0.341012857,0.177765187,0.314951233,0.327188511,0.319487278,0.25534513,0.329871862,0.293251219,0.275391248,0.302765804,0.318001523,0.340684647,0.297876199,1,0.286743845,0.271017302,0.322958444,0.276391664,0.32297522,0.364054412,0.338055069,0.344635023,0.26159271,0.320716698,0.332641745,0.24222236,0.358608994,0.268379,0.336762083,0.298502096,0.294142813,0.323961575,0.296050979,0.263351166,0.392211999,0.358373964,0.355756929,0.311047849,0.290341184,0.339031958,0.290328023,0.294140751,0.433253394,0.277883326,0.292577483,0.251237739,0.146837174,0.414049927,0.354610795,0.295260527,0.294614307,0.410633691,0.346637918,0.308352407,0.312817523,0.356602003,0.313485917,0.318266854,0.31384389,0.297220382,0.291215169,0.396648646,0.3635122,0.28411203
A0WX,Basal,0.635026888,0.573629207,0.594530742,0.473781377,0.593426611,0.510605224,0.618077432,0.445814928,0.510630865,0.627984736,0.647490303,0.607370954,0.451090034,0.555998997,0.547725811,0.682450515,0.629663356,0.579665707,0.554712265,0.782842412,0.50844919,0.680093886,0.621305055,0.468898955,0.565023466,0.631136715,0.632452205,0.507516248,0.588276569,0.603869135,0.638514399,0.680810429,0.547248473,0.543719963,0.703191458,0.611189828,0.642246433,0.544698088,0.65674932,0.504115178,0.531727323,0.410409505,0.616528639,0.614226114,0.609972621,0.659183887,0.46216024,0.64840752,0.535218906,0.643362156,0,0.542289124,0.659140202,0.618096191,1,0.58806324,0.325288233,0.557944716,0.536791465,0.507502019,0.568144625,0.602724284,0.602270881,0.638234853,0.457684283,0.510089367,0.601522982,0.5913531,0.575280326,0.625583951,0.598693409,0.640328913,0.721240757,0.773607727,0.5708685,0.632414754,0.606908437,0.646994836,0.620478596,0.517778609,0.623109096,0.610004169,0.652791551,0.520433848,0.589695143,0.491845484,0.568292581,0.607127407,0.621221235,0.749972158,0.635623418,0.477827825,0.560849207,0.603460923,0.660048097,0.618873906,0.728185866,0.557622411,0.614289922,0.535319219,0.555591494,0.320802738,0.412409739,0.476545619,0.552583036,0.617132956,0.607913568,0.576683916,0.580601659,0.620453975,0.619701098,0.5878888,0.695199,0.641601205,0.583199494,0.615649732,0.598752958,0.547543938,0.609421482,0.593450057,0.725973657,0.597757855,0.562508142,0.567798977,0.554007474,0.657011283,0.644508329,0.598486834,0.606267276,0.511294242,0.557057651,0.550649713,0.571421744,0.592229619,0.619434729,0.566451502,0.607244992,0.655332022,0.756489631,0.58980597,0.576876764,0.519325928
A0X0,LumA,0.187111823,0.162020305,0.239854344,0.242057795,0.20718943,0.339412239,0.192011828,0.288297566,0.330975513,0.277130686,0.326686684,0.199176442,0.395256491,0.21149139,0.124672986,0.399404088,0.206246998,0.201964892,0.14170731,0.148179085,0.148012664,0.159086575,0.180629274,0.446036546,0.206544813,0.217544095,0.189615644,0.252963214,0.208446076,0.195741428,0.192558737,0.167969983,0.162832292,0.156005328,0.141576052,0.198296282,0.227625585,0.275981884,0.223287745,0.330651945,0.294158245,0.133708873,0.183477804,0.175495625,0.245289105,0.193404308,0.382525219,0.146460113,0.160327689,0.205055817,0.438604646,0.263327274,0.268246301,0.219557449,0.235573642,0.34628998,0.508503372,0.244671546,0.318174278,0.178588645,0.124082845,0.12583508,0.184318662,0,0.109035608,0.299953802,0.202159977,0.241842311,0.275811833,0.189215949,0.308000508,0.222136341,0.189513811,0.22788706,0.180563734,0.197947732,0.203668105,0.234795669,0.16098898,0.103377929,0.307014904,0.19214371,0.202990326,0.211097585,0.15502248,0.691576451,0.240524324,0.192629712,0.181733268,0.14585971,0.168769715,1,0.193121804,0.126026077,0.242479541,0.187159742,0.215156362,0.17966069,0.297893636,0.240501087,0.323046274,0.232541307,0.184087452,0.234298521,0.248369072,0.319399673,0.173228021,0.263517714,0.179384198,0.210920706,0.172999115,0.160548498,0.216233664,0.169932685,0.25564661,0.214393226,0.234452477,0.22756126,0.211526668,0.236303659,0.333120364,0.154125598,0.179573974,0.2443052,0.339232684,0.215100847,0.244158898,0.269989717,0.244346876,0.331133862,0.262458017,0.30781805,0.262069307,0.326456826,0.228916498,0.210860154,0.216685619,0.332980255,0.153275507,0.25695153,0.184314877,0.183391473
A0AU,LumB,0.416593551,0.393388772,0.291058624,0.32873923,0.428872987,0.395118637,0.392502282,0.648231229,0.604265925,0.41848758,0.338883364,0.341043709,0.527575818,0.358496634,0.412296196,0.305280709,0.277288196,0.32841948,0.345762221,0.320307693,0.188642991,0.407588712,0.403457607,0.293147159,0.447658565,0.269062781,0.397228913,0.41682862,0.372965901,0.342208154,0.206162133,0.323502015,0.350021122,0.434141064,0.64392469,0.405227524,0.324731799,0.366018583,0.23462137,0.272975442,0.666482149,0.252534952,0.507519232,0.461516652,0.455054479,0.315821895,0.341820031,0.401332794,0.387565435,0.36527924,0.454998017,0.390832624,0.455803384,0.332622212,0.46161255,0.314117816,0.456381559,0.439779765,0.566397792,0.313193144,0.353679816,0.369688812,0.420739045,0.522289497,0.448463292,0.46980613,0.382238203,0.41357882,0.413621799,0.413395258,0.318460501,0.288326128,0.420751989,0.348447068,0.35089299,0.314234923,0.393055893,0.301077206,0.414451946,0.302924691,0.358914491,0.355383142,0.326368666,0.30501504,0.390370005,0.473840439,0.383667364,0.394636621,0.341233874,0.301437306,0.356021652,1,0.393004813,0.464268327,0.390913351,0.28417957,0.426253615,0.531552186,0.341153523,0.345040224,0.355050839,0.356657891,0.35220542,0,0.334259316,0.397551469,0.373592546,0.390386889,0.355827469,0.36381884,0.488482875,0.268056326,0.481778268,0.4031281,0.394370946,0.423785052,0.291883738,0.323936356,0.307271168,0.426281957,0.254917076,0.328018543,0.33363484,0.295555867,0.230619782,0.308474703,0.314692249,0.328555584,0.309373548,0.242408214,0.465509476,0.402679449,0.414990532,0.400532812,0.313793928,0.338439094,0.357945668,0.435504401,0.261157658,0.369386805,0.360296575,0.364106915
A0AV,Basal,0.66427508,0.584553892,0.565082687,0.533549759,0.573999341,0.477940462,0.540113653,0.476631172,0.59051674,0.595493128,0.662494023,0.63052691,0.423741355,0.597574832,0.580191204,0.583425505,0.573889498,0.578261935,0.596759883,0.776949677,0.519881429,0.731285797,0.584890529,0.431027372,0.567110479,0.578229055,0.675201037,0.540419787,0.590553914,0.592651594,0.557228818,0.654872078,0.674921872,0.647425481,0.690751756,0.654659852,0.603669957,0.485960085,0.545388374,0.46697832,0.770227533,0.620728515,0.658990248,0.643379381,0.545378266,0.577470045,0.254860522,0.713389516,0.639425502,0.643637199,0,0.49843862,0.598708252,0.657781228,0.763183671,0.670724064,0.294584985,0.49741534,0.573143776,0.517797381,0.563143926,0.685627298,0.623529895,0.749069966,0.57310802,0.494595362,0.608086913,0.521744661,0.559335633,0.652494322,0.560507526,0.573264059,0.699673358,0.388668235,0.660562461,0.568629357,0.697569957,0.592012447,0.661501914,0.7453936,0.624545088,0.681079318,0.611236102,1,0.661618084,0.497323894,0.477819276,0.564912197,0.655862623,0.770965334,0.610362543,0.423203773,0.534835325,0.515111649,0.58436839,0.645060368,0.60849298,0.569985095,0.59249592,0.682559413,0.552853327,0.570659511,0.551250055,0.391151876,0.646041862,0.63956071,0.57190376,0.611870463,0.630437359,0.693915732,0.622160446,0.580204038,0.685055292,0.657363013,0.62492313,0.587940583,0.555308972,0.593335767,0.62082311,0.603346693,0.709090767,0.618382811,0.598312838,0.573236943,0.496816307,0.627127117,0.612701288,0.614939505,0.550663067,0.478713071,0.552689922,0.450081355,0.511235634,0.648419582,0.545687338,0.624012365,0.615417681,0.679241119,0.700081288,0.704947231,0.576676589,0.577284694
A0AY,LumA,0.782997397,0.864732814,0.677731267,0.627565523,0.715411464,0.662369868,0.710928225,0.687911081,0.458971311,0.662970298,0.709782238,0.715619769,0.774224344,0.685779233,0.627492386,0.491826926,0.591653427,0.558965974,0.624613092,0.9259524,0.647936941,0.735379959,0.823334923,0.784414955,0.718706043,0.619323462,0.748114706,0.808554278,0.679674081,0.663074078,0.633723279,0.711550948,0.647407778,0.768759893,0.917660673,0.738266387,0.659897329,0.678858431,0.610203716,0.690195968,0.926406309,0.691903396,0.738933079,0.709988154,0.790340788,0.6642821,0.635291473,0.70768242,0.687742806,0.726293102,0.662768282,0.698062218,0.622393517,0.752111518,1,0.618307849,0.839369626,0.734622604,0.56397193,0.513574286,0.661396939,0.68097254,0.732131246,0.690160008,0.859918546,0.604757173,0.694066629,0.698157853,0.742915831,0.733500242,0.630575898,0.698385467,0.790822204,0.55926433,0.73836613,0.678055307,0.70640856,0.648631432,0.741686594,0.652965046,0.760513122,0.697302596,0.702675337,0.84472295,0.776809608,0.223456844,0.766854937,0.653170218,0.756811685,0.759475871,0.638260185,0.862830357,0.584964794,0.747384195,0.590788486,0.614194792,0.791603487,0.676259194,0.724637602,0.502253766,0.605503182,0.550999394,0.617256816,0,0.649262955,0.489869695,0.605194365,0.751699972,0.715743779,0.76585736,0.761929226,0.567846075,0.683312956,0.701427513,0.61900288,0.688409275,0.622435551,0.80872527,0.683886664,0.755081003,0.69789732,0.639613763,0.587028118,0.659878347,0.607124817,0.784096044,0.662386869,0.624200896,0.684740863,0.546488672,0.773956557,0.608435806,0.668083454,0.728831695,0.656309936,0.597754589,0.801190346,0.815855944,0.630549543,0.636137367,0.655668181,0.622376864
A0AZ,LumA,0.545852524,0.444724963,0.388914649,0.284980295,0.45236988,0.414493844,0.530244423,0.420790483,0.292379735,0.510245699,0.53954609,0.46456135,0.415859715,0.432457176,0.33074364,0.438171057,0.48693618,0.350502058,0.412039721,0.681120434,0.347788883,0.53192387,0.515407654,0.563260729,0.45916604,0.329961045,0.527727623,0.374584827,0.425527069,0.427755308,0.341084299,0.512351312,0.397255885,0.364600814,1,0.436382063,0.468067746,0.394303053,0.295272529,0.351941548,0.757596125,0.214803024,0.570295566,0.447292591,0.569197503,0.486819826,0.316060856,0.548856359,0.495297736,0.535595337,0.444697223,0.374833479,0.562183814,0.51573977,0.647263341,0.470855382,0.556334164,0.403415121,0.185087725,0.406036061,0.487739893,0.496884022,0.53768694,0.559903311,0.365400812,0.352967546,0.47093112,0.563554092,0.353645358,0.545145432,0.419965925,0.46645876,0.531420915,0.167680234,0.515240123,0.347215536,0.459404385,0.411527154,0.50294303,0.264591596,0.490360308,0.546477247,0.515849678,0.464163492,0.461380637,0,0.438691459,0.47793235,0.464671649,0.526212602,0.475143448,0.486773541,0.288099851,0.462052681,0.484315653,0.49725531,0.516538223,0.507695995,0.432534526,0.151043778,0.301437643,0.51342337,0.356840254,0.168810277,0.462524407,0.515156701,0.448133856,0.470644536,0.468485161,0.509083907,0.482060601,0.312917131,0.299245353,0.460942982,0.5256823,0.442048834,0.438047233,0.392760818,0.41866942,0.478763263,0.389357448,0.389851341,0.438707704,0.4161664,0.3414985,0.590739578,0.478369476,0.425887187,0.462055534,0.464898691,0.516164042,0.418960463,0.332717929,0.490282645,0.343690607,0.436225484,0.513405175,0.325029129,0.372478075,0.469657331,0.447299089,0.371020918
A0B0,LumA,0.423845015,0.212736531,0.452380867,0.4825226,0.347861794,0.402248546,0.41069552,0.369731635,0.475946892,0.403561127,0.361258356,0.308824553,0.526836304,0.365926846,0.135486859,0.298138709,0.398614715,0.67461254,0.558364411,0.579684745,0.157372468,0.488601407,0.396408415,0.388313831,0.337211612,0.280994703,0.353121524,0.212379326,0.344763675,0.409751197,0.246851675,0.388778674,0.435536265,0.351005317,1,0.334736334,0.32092404,0.148175941,0.24426782,0.348700178,0.766190903,0,0.371817913,0.303102054,0.419193322,0.392074029,0.279926483,0.4241491,0.563887487,0.412251024,0.370712457,0.286878851,0.30633324,0.375080758,0.502626572,0.338760769,0.353807827,0.249377543,0.419578794,0.229661714,0.357021163,0.569495157,0.464676504,0.262789378,0.615605408,0.214182364,0.359644817,0.46153468,0.446546085,0.435198176,0.199298977,0.316270353,0.413569366,0.789689004,0.441830063,0.406461402,0.427552411,0.300631841,0.400828529,0.342286615,0.348827895,0.383269035,0.347456116,0.294764291,0.389797861,0.390077873,0.313301621,0.356269133,0.437528682,0.495958398,0.355204844,0.192329537,0.396094574,0.396921719,0.454776557,0.39642707,0.375328111,0.3619431,0.373946332,0.294186732,0.148745461,0.400703282,0.392378656,0.374231127,0.491865545,0.417263289,0.477239521,0.38580075,0.397916282,0.41061061,0.27534877,0.365917867,0.585088939,0.391530375,0.287559015,0.414539655,0.361346304,0.288942733,0.386620501,0.342717222,0.600030955,0.44787789,0.522917729,0.317830471,0.441402499,0.482970569,0.316304758,0.390583293,0.293102721,0.429229467,0.332852924,0.198878676,0.393334685,0.280525503,0.293521536,0.214116697,0.317655918,0.517655936,0.247083424,0.252018624,0.402663195,0.397431314
A0B3,Basal,0.624592923,0.639925203,0.691255061,0.775112855,0.718070016,0.52989843,0.741284067,0.569188664,0.589597981,0.631156239,0.610907,0.649895131,0.427688519,0.597420572,0.89482448,0.60253573,0.582622482,0.890353717,0.84817146,0.763690677,0.640107272,0.622897915,0.638982238,0.422240592,0.639841652,0.600493059,0.611911124,0.585083,0.680432763,0.677473829,0.647229045,0.6618495,0.691593142,0.869301783,0.56199132,0.69225942,0.661997974,0.683358106,0.681012964,0.585629492,0.536612317,0.91628575,0.570126862,0.759817225,0.550534214,0.664494916,0.541473943,0.733052193,0.697047507,0.639089102,0,0.520726948,0.840405691,0.65751149,0.764050995,0.745199253,0.334948718,0.698997507,0.795912242,0.549580568,0.609915659,0.593528692,0.648714987,0.813451007,0.740747035,0.442133356,0.581814889,0.567728044,0.687811796,0.638846159,0.606269388,0.589419604,0.768985161,0.83490988,0.559414243,0.692578584,0.657035983,0.638536627,0.638228875,0.755439334,0.67278542,0.671359325,0.872659806,0.726862522,0.677728851,0.81265194,0.589676145,0.608822189,0.601893872,0.658600007,0.659407921,0.468674812,0.738953254,0.647213099,0.641159436,0.634996833,0.599245204,0.660834554,0.605300639,0.619988421,0.71506631,1,0.889342734,0.70341836,0.688400024,0.719588491,0.65011899,0.62484599,0.600301919,0.619245992,0.629112849,0.662676862,0.717658962,0.628024805,0.834006607,0.645740066,0.636010053,0.678357393,0.596595748,0.643555464,0.656316623,0.55947705,0.82451852,0.602754266,0.719452609,0.635566679,0.655037962,0.616460642,0.68605188,0.615092956,0.603448402,0.618199571,0.711880211,0.609429041,0.638675178,0.755874538,0.673298602,0.75703135,0.756530945,0.645792995,0.687578806,0.696972641
A0B4,LumA,0.354633433,0.192415095,0.167307436,0.151339277,0.290013679,0.146927916,0.251236708,0.629844995,0.493689347,0.251087096,0.388464789,0.350322764,0.424174323,0.225306855,0.081996437,0.109334078,0.097862451,0.021498778,0.108755468,0.208737996,0.199317184,0.353019608,0.306695264,0.22991161,0.225135194,0.292319476,0.295613425,0.350421759,0.183462806,0.25228921,0.294426126,0.32453376,0.255287284,0.23769365,0.809118032,0.308824411,0.278643262,0.097906299,0.220166539,0.242228667,1,0.281286166,0.536245841,0.225162986,0.222926567,0.241954889,0.239174025,0.294485528,0.271688588,0.334545701,0.609735049,0.197462535,0.095022065,0.247123871,0.504550241,0.185845918,0.212685749,0.200819546,0.284762743,0.33627022,0.320508,0.311931961,0.318473783,0.837421385,0.102089554,0.445573636,0.207160763,0.217364458,0.250405607,0.342747076,0.070976156,0.229253408,0.362453021,0.085078122,0.334674506,0.149879466,0.301093758,0.269083275,0.316598641,0.174281639,0.168379349,0.270030419,0.092137157,0.514830972,0.276289362,0.063336799,0.231173722,0.332890024,0.186443312,0.203041651,0.264733223,0.987674859,0.103725975,0.250974609,0.228483765,0.177439049,0.273981678,0.188889301,0.264767043,0.096071624,0.05958895,0.179633435,0.254568672,0.215370469,0.228576092,0.084073696,0.264179507,0.366868975,0.33601355,0.313410506,0.281870123,0.184769809,0.436622805,0.318916635,0.100624915,0.207261999,0.13644144,0.125497102,0.341226736,0.255838461,0.346392212,0.206325977,0.194625362,0.301298242,0.011778582,0.361359646,0.315644197,0.231351134,0.031522435,0.000616098,0.301057218,0,0.259772176,0.2921322,0.242228232,0.16643505,0.244438807,0.1422156,0.217429174,0.351684411,0.207507397,0.227013696
A0B5,LumA,0.499275429,0.439051329,0.42957332,0.488210266,0.480225635,0.352136059,0.403313521,0.293694373,0.421252543,0.447060647,0.37091075,0.470604165,0.352985582,0.435346017,0.414192492,0.488702033,0.372364168,0.476072312,0.396645773,0.571389183,0.317337251,0.533498082,0.474750621,0.49431892,0.484716154,0.400576429,0.547333325,0.439416138,0.397375631,0.511962896,0.464927575,0.448958966,0.429715178,0.514292654,0.850133007,0.491368016,0.498365958,0.384433418,0.448142339,0.198954899,0.943644976,0.177322609,0.587322166,0.413028755,0.430451544,0.35497197,0,0.496454204,0.466452949,0.553249198,0.005596182,0.371869619,0.421525799,0.482132341,0.54481267,0.425783383,0.240286922,0.252186012,0.388833942,0.321854221,0.462833927,0.486258696,0.508228078,1,0.364080974,0.318356299,0.487355183,0.481388346,0.448455449,0.54016492,0.37940143,0.4224508,0.595169677,0.394038512,0.508296114,0.393766176,0.494766545,0.50094019,0.545272767,0.398599809,0.475375228,0.495213835,0.552611386,0.432364392,0.488274833,0.135425424,0.39294386,0.440858794,0.487726464,0.583673976,0.463638333,0.354567515,0.437848464,0.407134419,0.455837768,0.469425609,0.481417806,0.39163286,0.44438145,0.336678963,0.293188441,0.356844224,0.387553568,0.154595605,0.484854031,0.510779475,0.381018485,0.442616216,0.525515976,0.502929305,0.456950805,0.644713023,0.527663591,0.529908843,0.658005884,0.391920177,0.38131271,0.183929794,0.450180689,0.425316869,0.405569181,0.416328827,0.413293575,0.355546471,0.261449413,0.622518655,0.499762736,0.487659129,0.420291777,0.423795137,0.428907197,0.271375432,0.409996803,0.52542312,0.474342647,0.514110749,0.460950456,0.442781755,0.457991507,0.36687608,0.482396242,0.423489477
A0B7,Her2,0.450991871,0.376203435,0.44987095,0.310919345,0.429125553,0.512980379,0.397075579,0.610113168,0.494889381,0.515552449,0.598465292,0.439651939,0.465334965,0.48480732,0.369667021,0.473237205,0.501378453,0.351697847,0.367895036,0.511684518,0.398590542,0.466770007,0.446160201,0.463325824,0.433691115,0.436233454,0.459075273,0.454705717,0.486029345,0.388118117,0.437486175,0.442262911,0.390071062,0.414732443,0.563457842,0.42766787,0.411948706,0.361335622,0.342145525,0.509947806,0.570723049,0.398226065,0.444132556,0.417112139,0.52384765,0.442484204,0.421258618,0.458453261,0.499517949,0.462588233,0,0.419375874,0.466111913,0.458341736,0.417671642,0.448145018,0.343962883,0.469367373,0.34206518,1,0.787253343,0.456453439,0.427760764,0.47143636,0.544582948,0.464578528,0.437052323,0.558831353,0.347230752,0.460489652,0.441898386,0.451816376,0.536238845,0.098044702,0.525979328,0.399536589,0.465177451,0.392281445,0.4501298,0.506810082,0.463046215,0.486615794,0.509416028,0.403218142,0.434992702,0.219535902,0.490498052,0.439278044,0.453630199,0.464322983,0.455263931,0.398325022,0.342166313,0.424921796,0.510141837,0.50760502,0.462810992,0.438939359,0.463873705,0.314313116,0.492024189,0.458356522,0.457791325,0.284781902,0.435815705,0.526226755,0.432782625,0.452946564,0.46279435,0.458040497,0.482752474,0.416191128,0.362864189,0.444000797,0.490985382,0.400324853,0.496819194,0.339495657,0.475345104,0.430325899,0.396008199,0.471716643,0.40666474,0.433512474,0.423887764,0.478330203,0.430501203,0.440943364,0.472390066,0.399505703,0.492764148,0.450908485,0.391642024,0.446990944,0.403294726,0.461717112,0.459619188,0.415153333,0.34643807,0.44502169,0.424490565,0.416922751
A0B9,Basal,0.451987517,0.508571974,0.486301957,0.566709112,0.484566819,0.621614206,0.461904785,0.375716625,0.471968742,0.428146784,0.455338307,0.462312343,0.35216293,0.466922513,0.520910347,0.65174392,0.392531773,0.504927479,0.468741489,0.466921194,0.534647316,0.433437455,0.471430008,0.691677919,0.444346824,0.42763777,0.422002876,0.527728182,0.429279481,0.413467213,0.430466464,0.411404368,0.508418988,0.653045429,0.422680516,0.467805184,0.474228178,0.525589612,0.468194356,0.463715284,0.540801863,0.689765842,0.35327925,0.572811234,0.382751668,0.420964899,0.471499226,0.508496297,0.439680006,0.429060555,0,0.399328759,0.492647312,0.455561611,0.48306644,0.496646822,0.2570984,0.502977362,0.60338464,0.354663279,0.35146791,0.429635816,0.432934488,0.3322238,0.219194005,0.388157401,0.455755893,0.443191518,0.448445755,0.422019924,0.531982913,0.417343098,0.616011531,0.523955702,0.515564482,0.511363959,0.461764142,0.415668156,0.397538398,0.564425641,0.429938407,0.469183608,0.533486998,0.342153683,0.453309493,0.689387802,0.426834713,0.441075046,0.513119013,0.500663446,0.45285027,0.339773231,0.486011527,0.432387039,0.559836952,0.500740573,0.438313636,0.505072178,0.481245896,0.415904749,0.535772629,0.580339555,0.526949902,0.382835519,0.478676229,0.684845551,0.426330396,0.556245114,0.427827584,0.454150354,0.423724017,0.514025365,0.487349636,0.408551548,0.648545468,0.472733754,0.466186296,0.458834396,0.457527772,0.447389055,0.485868938,0.446223035,0.523266108,0.404840558,0.557658098,1,0.432546673,0.509913068,0.448386455,0.51066403,0.454947465,0.516549846,0.476125416,0.479041343,0.472609206,0.451800541,0.440864527,0.485606499,0.622227901,0.450457539,0.474406115,0.452283798
A0BA,LumA,0.66417806,0.592427789,0.590612116,0.643031896,0.583449795,0.513944803,0.543599009,0.593416715,0.663462172,0.631312765,0.576851524,0.553976366,0.625660561,0.526017299,0.551753375,0.502883684,0.508098624,0.773379117,0.760058904,0.722472979,0.527399749,0.632455079,0.590973319,0.709007507,0.578932714,0.499037549,0.679142333,0.599304989,0.528248331,0.578846171,0.507427997,0.617827424,0.616934568,0.446110706,1,0.608809477,0.585684146,0.500975917,0.55571346,0.4960388,0.862748169,0.595441337,0.684115388,0.55850902,0.603616119,0.466046638,0.521034307,0.665833829,0.712780092,0.705146625,0.65106617,0.523670281,0.497008077,0.639896909,0.42279897,0.484900577,0.596419578,0.448983002,0.626269808,0.5430794,0.635827672,0.593772942,0.685008742,0.619808494,0.613359385,0.467986018,0.608957942,0.630485423,0.584269064,0.655491651,0.49524745,0.538649784,0.553107686,0.648857112,0.611520552,0.558086094,0.586004721,0.606745389,0.6643628,0.521647196,0.503346247,0.605934295,0.585737817,0.466655149,0.653600065,0,0.559844386,0.548171512,0.605599169,0.626760483,0.568779848,0.580779231,0.522668313,0.472058729,0.551879651,0.598020307,0.589311331,0.514396168,0.56623087,0.587757675,0.366343416,0.460311549,0.510330883,0.3888478,0.64504441,0.58971684,0.569089326,0.589977926,0.581539512,0.638033572,0.569680832,0.535324448,0.698334517,0.619668908,0.366797673,0.486690906,0.591427266,0.427448331,0.583724561,0.609705854,0.65251585,0.535650665,0.581490882,0.497102929,0.554251662,0.82337058,0.619583288,0.57504361,0.55639895,0.72878586,0.53297259,0.419946585,0.539125977,0.579292303,0.56349947,0.505485189,0.570358778,0.486136234,0.454712832,0.418697148,0.621403866,0.593221098
